APPENDIX 1 - MEDICATION LIST,,,,,,,
category,name,din,drugname,routeadm,strngth,subclnam,DDD
Hydrophobic statins ,SIMVASTATIN,2372940,SIMVASTATIN,TAB,10MG,ANTILIPEMIC: STATINS,0.33
Hydrophobic statins ,SIMVASTATIN,2372967,SIMVASTATIN,TAB,40MG,ANTILIPEMIC: STATINS,1.33
Hydrophobic statins ,SIMVASTATIN,2300931,SIMVASTATIN,TAB,40MG,ANTILIPEMIC: STATINS,1.33
Hydrophobic statins ,SIMVASTATIN,2372975,SIMVASTATIN,TAB,80MG,ANTILIPEMIC: STATINS,2.66
Hydrophobic statins ,SIMVASTATIN,2372932,SIMVASTATIN,TAB,5MG,ANTILIPEMIC: STATINS,0.166
Hydrophobic statins ,SIMVASTATIN,2375591,SIMVASTATIN,TAB,5MG,ANTILIPEMIC: STATINS,0.166
Hydrophobic statins ,SIMVASTATIN,2375613,SIMVASTATIN,TAB,20MG,ANTILIPEMIC: STATINS,0.66
Hydrophobic statins ,SIMVASTATIN,2375605,SIMVASTATIN,TAB,10MG,ANTILIPEMIC: STATINS,0.33
Hydrophobic statins ,SIMVASTATIN,2375621,SIMVASTATIN,TAB,40MG,ANTILIPEMIC: STATINS,1.33
Hydrophobic statins ,SIMVASTATIN,2375648,SIMVASTATIN,TAB,80MG,ANTILIPEMIC: STATINS,2.66
Hydrophobic statins ,SIMVASTATIN,2375044,SIMVASTATIN,TAB,10MG,ANTILIPEMIC: STATINS,0.33
Hydrophobic statins ,SIMVASTATIN,2375052,SIMVASTATIN,TAB,20MG,ANTILIPEMIC: STATINS,0.66
Hydrophobic statins ,SIMVASTATIN,2375060,SIMVASTATIN,TAB,40MG,ANTILIPEMIC: STATINS,1.33
Hydrophobic statins ,SIMVASTATIN,2378906,SIMVASTATIN,TAB,20MG,ANTILIPEMIC: STATINS,0.66
Hydrophobic statins ,SIMVASTATIN,2378892,SIMVASTATIN,TAB,10MG,ANTILIPEMIC: STATINS,0.33
Hydrophobic statins ,SIMVASTATIN,2378914,SIMVASTATIN,TAB,40MG,ANTILIPEMIC: STATINS,1.33
Hydrophobic statins ,SIMVASTATIN,2375079,SIMVASTATIN,TAB,80MG,ANTILIPEMIC: STATINS,2.66
Hydrophobic statins ,SIMVASTATIN,2378884,SIMVASTATIN,TAB,5MG,ANTILIPEMIC: STATINS,0.166
Hydrophobic statins ,SIMVASTATIN,2375036,SIMVASTATIN,TAB,5MG,ANTILIPEMIC: STATINS,0.166
Hydrophobic statins ,SIMVASTATIN,2300915,SIMVASTATIN,TAB,10MG,ANTILIPEMIC: STATINS,0.33
Hydrophobic statins ,SIMVASTATIN,2405172,SIMVASTATIN,TAB,40MG,ANTILIPEMIC: STATINS,1.33
Hydrophobic statins ,SIMVASTATIN,2405164,SIMVASTATIN,TAB,20MG,ANTILIPEMIC: STATINS,0.66
Hydrophobic statins ,SIMVASTATIN,2405156,SIMVASTATIN,TAB,10MG,ANTILIPEMIC: STATINS,0.33
Hydrophobic statins ,SIMVASTATIN,2405180,SIMVASTATIN,TAB,80MG,ANTILIPEMIC: STATINS,2.66
Hydrophobic statins ,SIMVASTATIN,2405148,SIMVASTATIN,TAB,5MG,ANTILIPEMIC: STATINS,0.166
Alpha blockers,TAMSULOSIN HCL,2317494,TAMSULOSIN HCL,CAP SR,0.4MG,PROSTATIC HYPERPLASIA,1
Alpha blockers,TAMSULOSIN HCL,2322900,TAMSULOSIN HCL,CAP ER,0.4MG,PROSTATIC HYPERPLASIA,1
Alpha blockers,TAMSULOSIN HCL,2333333,TAMSULOSIN HCL,CAP ER,0.4MG,PROSTATIC HYPERPLASIA,1
Alpha blockers,TAMSULOSIN HCL,2349450,TAMSULOSIN HCL,CAP ER,0.4MG,PROSTATIC HYPERPLASIA,1
Alpha blockers,TAMSULOSIN HCL,2366231,TAMSULOSIN HCL,TAB ER,0.4MG,PROSTATIC HYPERPLASIA,1
Alpha blockers,TAMSULOSIN HCL,2413612,TAMSULOSIN HCL,ER TAB,0.4MG,PROSTATIC HYPERPLASIA,1
Alpha blockers,TAMSULOSIN HCL,2427117,TAMSULOSIN HCL,ER TAB,0.4MG,PROSTATIC HYPERPLASIA,1
Alpha blockers,TAMSULOSIN HCL,2429667,TAMSULOSIN HCL,ER TAB,0.4MG,PROSTATIC HYPERPLASIA,1
Alpha blockers,TAMSULOSIN HCL,2238123,TAMSULOSIN HCL,CAP SR,0.4MG,PROSTATIC HYPERPLASIA,1
Alpha blockers,TAMSULOSIN HCL,2270102,TAMSULOSIN HCL,TAB ER,0.4MG,PROSTATIC HYPERPLASIA,1
Alpha blockers,TAMSULOSIN HCL,2281392,TAMSULOSIN HCL,CAP ER,0.4MG,PROSTATIC HYPERPLASIA,1
Alpha blockers,TAMSULOSIN HCL,2294265,TAMSULOSIN HCL,CAP ER,0.4MG,PROSTATIC HYPERPLASIA,1
Alpha blockers,TAMSULOSIN HCL,2295121,TAMSULOSIN HCL,CAP SR,0.4MG,PROSTATIC HYPERPLASIA,1
Alpha blockers,TAMSULOSIN HCL,2298570,TAMSULOSIN HCL,CAP SR,0.4MG,PROSTATIC HYPERPLASIA,1
Alpha blockers,TAMSULOSIN HCL,2294885,TAMSULOSIN HCL,CAP SR,0.4MG,PROSTATIC HYPERPLASIA,1
Alpha blockers,TAMSULOSIN HCL,9857334,TAMSULOSIN HCL,CAP ER,0.4MG,PROSTATIC HYPERPLASIA,1
Alpha blockers,TAMSULOSIN HCL,2331780,TAMSULOSIN HCL,CAP ER,0.4MG,PROSTATIC HYPERPLASIA,1
Alpha blockers,TAMSULOSIN HCL,2352419,TAMSULOSIN HCL,CAP ER,0.4MG,PROSTATIC HYPERPLASIA,1
Alpha blockers,TAMSULOSIN HCL,2340208,TAMSULOSIN HCL,TAB ER,0.4MG,PROSTATIC HYPERPLASIA,1
Alpha blockers,TAMSULOSIN HCL,2368242,TAMSULOSIN HCL,TAB ER,0.4MG,PROSTATIC HYPERPLASIA,1
Alpha blockers,TAMSULOSIN HCL,2362406,TAMSULOSIN HCL,TAB ER,0.4MG,PROSTATIC HYPERPLASIA,1
Alpha blockers,TAMSULOSIN HCL,2319217,TAMSULOSIN HCL,CAP,0.4MG,PROSTATIC HYPERPLASIA,1
Alpha blockers,TERAZOSIN,2243746,TERAZOSIN,TAB,1MG,ALPHA ADRENERGIC BLOCKING AGENTS,0.2
Alpha blockers,TERAZOSIN,2243747,TERAZOSIN,TAB,2MG,ALPHA ADRENERGIC BLOCKING AGENTS,0.4
Alpha blockers,TERAZOSIN,2243748,TERAZOSIN,TAB,5MG,ALPHA ADRENERGIC BLOCKING AGENTS,1
Alpha blockers,TERAZOSIN,2243749,TERAZOSIN,TAB,10MG,ALPHA ADRENERGIC BLOCKING AGENTS,2
Alpha blockers,TERAZOSIN,2350475,TERAZOSIN,TAB,1MG,ALPHA ADRENERGIC BLOCKING AGENTS,0.2
Alpha blockers,TERAZOSIN,2350483,TERAZOSIN,TAB,2MG,ALPHA ADRENERGIC BLOCKING AGENTS,0.4
Alpha blockers,TERAZOSIN,2350491,TERAZOSIN,TAB,5MG,ALPHA ADRENERGIC BLOCKING AGENTS,1
Alpha blockers,TERAZOSIN,2350505,TERAZOSIN,TAB,10MG,ALPHA ADRENERGIC BLOCKING AGENTS,2
Alpha blockers,TERAZOSIN,2218941,TERAZOSIN,TAB,1MG,ALPHA ADRENERGIC BLOCKING AGENTS,0.2
Alpha blockers,TERAZOSIN,2218968,TERAZOSIN,TAB,2MG,ALPHA ADRENERGIC BLOCKING AGENTS,0.4
Alpha blockers,TERAZOSIN,2218976,TERAZOSIN,TAB,5MG,ALPHA ADRENERGIC BLOCKING AGENTS,1
Alpha blockers,TERAZOSIN,2218984,TERAZOSIN,TAB,10MG,ALPHA ADRENERGIC BLOCKING AGENTS,2
Alpha blockers,TERAZOSIN,2234502,TERAZOSIN,TAB,1MG,ALPHA ADRENERGIC BLOCKING AGENTS,0.2
Alpha blockers,TERAZOSIN,2234503,TERAZOSIN,TAB,2MG,ALPHA ADRENERGIC BLOCKING AGENTS,0.4
Alpha blockers,TERAZOSIN,2234504,TERAZOSIN,TAB,5MG,ALPHA ADRENERGIC BLOCKING AGENTS,1
Alpha blockers,TERAZOSIN,2234505,TERAZOSIN,TAB,10MG,ALPHA ADRENERGIC BLOCKING AGENTS,2
Alpha blockers,TERAZOSIN,2396319,TERAZOSIN,TAB,10MG,ALPHA ADRENERGIC BLOCKING AGENTS,2
Alpha blockers,TERAZOSIN,2396289,TERAZOSIN,TAB,1MG,ALPHA ADRENERGIC BLOCKING AGENTS,0.2
Alpha blockers,TERAZOSIN,2396300,TERAZOSIN,TAB,5MG,ALPHA ADRENERGIC BLOCKING AGENTS,1
Alpha blockers,TERAZOSIN,2396297,TERAZOSIN,TAB,2MG,ALPHA ADRENERGIC BLOCKING AGENTS,0.4
Alpha blockers,TERAZOSIN HCL,2213753,TERAZOSIN HCL,TAB,1MG,ALPHA ADRENERGIC BLOCKING AGENTS,0.2
Alpha blockers,TERAZOSIN HCL,2213761,TERAZOSIN HCL,TAB,2MG,ALPHA ADRENERGIC BLOCKING AGENTS,0.4
Alpha blockers,TERAZOSIN HCL,2213788,TERAZOSIN HCL,TAB,5MG,ALPHA ADRENERGIC BLOCKING AGENTS,1
Alpha blockers,TERAZOSIN HCL,2213796,TERAZOSIN HCL,TAB,10MG,ALPHA ADRENERGIC BLOCKING AGENTS,2
Alpha blockers,TERAZOSIN HCL,2213818,TERAZOSIN HCL,TAB,"1MG, 2MG, 5MG",ALPHA ADRENERGIC BLOCKING AGENTS,NOT RELEVANT
Alpha blockers,TERAZOSIN HCL,2218992,TERAZOSIN HCL,TAB,10MG,ALPHA ADRENERGIC BLOCKING AGENTS,2
Alpha blockers,TERAZOSIN HCL,2237476,TERAZOSIN HCL,TAB,1MG,ALPHA ADRENERGIC BLOCKING AGENTS,0.2
Alpha blockers,TERAZOSIN HCL,2237477,TERAZOSIN HCL,TAB,2MG,ALPHA ADRENERGIC BLOCKING AGENTS,0.4
Alpha blockers,TERAZOSIN HCL,2237478,TERAZOSIN HCL,TAB,5MG,ALPHA ADRENERGIC BLOCKING AGENTS,1
Alpha blockers,TERAZOSIN HCL,2237479,TERAZOSIN HCL,TAB,10MG,ALPHA ADRENERGIC BLOCKING AGENTS,2
Alpha blockers,TERAZOSIN HCL,2240729,TERAZOSIN HCL,TAB,1MG,ALPHA ADRENERGIC BLOCKING AGENTS,0.2
Alpha blockers,TERAZOSIN HCL,2240730,TERAZOSIN HCL,TAB,2MG,ALPHA ADRENERGIC BLOCKING AGENTS,0.4
Alpha blockers,TERAZOSIN HCL,2240731,TERAZOSIN HCL,TAB,5MG,ALPHA ADRENERGIC BLOCKING AGENTS,1
Alpha blockers,TERAZOSIN HCL,2240732,TERAZOSIN HCL,TAB,10MG,ALPHA ADRENERGIC BLOCKING AGENTS,2
Alpha blockers,TERAZOSIN HCL,2246544,TERAZOSIN HCL,TAB,1MG,ALPHA ADRENERGIC BLOCKING AGENTS,0.2
Alpha blockers,TERAZOSIN HCL,2246545,TERAZOSIN HCL,TAB,2MG,ALPHA ADRENERGIC BLOCKING AGENTS,0.4
Alpha blockers,TERAZOSIN HCL,2246546,TERAZOSIN HCL,TAB,5MG,ALPHA ADRENERGIC BLOCKING AGENTS,1
Alpha blockers,TERAZOSIN HCL,2246547,TERAZOSIN HCL,TAB,10MG,ALPHA ADRENERGIC BLOCKING AGENTS,2
Alpha blockers,TERAZOSIN HCL,2341425,TERAZOSIN HCL,TAB,1MG,ALPHA ADRENERGIC BLOCKING AGENTS,0.2
Alpha blockers,TERAZOSIN HCL,2341433,TERAZOSIN HCL,TAB,2MG,ALPHA ADRENERGIC BLOCKING AGENTS,0.4
Alpha blockers,TERAZOSIN HCL,2341441,TERAZOSIN HCL,TAB,5MG,ALPHA ADRENERGIC BLOCKING AGENTS,1
Alpha blockers,TERAZOSIN HCL,2341468,TERAZOSIN HCL,TAB,10MG,ALPHA ADRENERGIC BLOCKING AGENTS,2
Alpha blockers,TERAZOSIN HCL,2346737,TERAZOSIN HCL,TAB,1MG,ALPHA ADRENERGIC BLOCKING AGENTS,0.2
Alpha blockers,TERAZOSIN HCL,2346745,TERAZOSIN HCL,TAB,2MG,ALPHA ADRENERGIC BLOCKING AGENTS,0.4
Alpha blockers,TERAZOSIN HCL,2346753,TERAZOSIN HCL,TAB,5MG,ALPHA ADRENERGIC BLOCKING AGENTS,1
Alpha blockers,TERAZOSIN HCL,2346761,TERAZOSIN HCL,TAB,10MG,ALPHA ADRENERGIC BLOCKING AGENTS,2
Alpha blockers,TERAZOSIN HCL,2360926,TERAZOSIN HCL,TAB,1MG,ALPHA ADRENERGIC BLOCKING AGENTS,0.2
Alpha blockers,TERAZOSIN HCL,2360934,TERAZOSIN HCL,TAB,2MG,ALPHA ADRENERGIC BLOCKING AGENTS,0.4
Alpha blockers,TERAZOSIN HCL,2360942,TERAZOSIN HCL,TAB,5MG,ALPHA ADRENERGIC BLOCKING AGENTS,1
Alpha blockers,TERAZOSIN HCL,2360950,TERAZOSIN HCL,TAB,10MG,ALPHA ADRENERGIC BLOCKING AGENTS,2
Alpha blockers,TERAZOSIN HCL,818658,TERAZOSIN HCL,TAB,1MG,ALPHA ADRENERGIC BLOCKING AGENTS,0.2
Alpha blockers,TERAZOSIN HCL,818682,TERAZOSIN HCL,TAB,2MG,ALPHA ADRENERGIC BLOCKING AGENTS,0.4
Alpha blockers,TERAZOSIN HCL,818666,TERAZOSIN HCL,TAB,5MG,ALPHA ADRENERGIC BLOCKING AGENTS,1
Alpha blockers,TERAZOSIN HCL,818674,TERAZOSIN HCL,TAB,10MG,ALPHA ADRENERGIC BLOCKING AGENTS,2
Alpha blockers,TERAZOSIN HCL,2187876,TERAZOSIN HCL,KIT,1/2/5MG,ALPHA ADRENERGIC BLOCKING AGENTS,NOT RELEVANT
Alpha blockers,TERAZOSIN HCL,2230805,TERAZOSIN HCL,TAB,1MG,ALPHA ADRENERGIC BLOCKING AGENTS,0.2
Alpha blockers,TERAZOSIN HCL,2230806,TERAZOSIN HCL,TAB,2MG,ALPHA ADRENERGIC BLOCKING AGENTS,0.4
Alpha blockers,TERAZOSIN HCL,2230807,TERAZOSIN HCL,TAB,5MG,ALPHA ADRENERGIC BLOCKING AGENTS,1
Alpha blockers,TERAZOSIN HCL,2230808,TERAZOSIN HCL,TAB,10MG,ALPHA ADRENERGIC BLOCKING AGENTS,2
Alpha blockers,TERAZOSIN HCL,2233049,TERAZOSIN HCL,TAB,5MG,ALPHA ADRENERGIC BLOCKING AGENTS,1
Alpha blockers,TERAZOSIN HCL,2233048,TERAZOSIN HCL,TAB,2MG,ALPHA ADRENERGIC BLOCKING AGENTS,0.4
Alpha blockers,TERAZOSIN HCL,2233050,TERAZOSIN HCL,TAB,10MG,ALPHA ADRENERGIC BLOCKING AGENTS,2
Alpha blockers,TERAZOSIN HCL,2233047,TERAZOSIN HCL,TAB,1MG,ALPHA ADRENERGIC BLOCKING AGENTS,0.2
Alpha blockers,TERAZOSIN HCL,2243519,TERAZOSIN HCL,TAB,2MG,ALPHA ADRENERGIC BLOCKING AGENTS,0.4
Alpha blockers,TERAZOSIN HCL,2243520,TERAZOSIN HCL,TAB,5MG,ALPHA ADRENERGIC BLOCKING AGENTS,1
Alpha blockers,TERAZOSIN HCL,2243521,TERAZOSIN HCL,TAB,10MG,ALPHA ADRENERGIC BLOCKING AGENTS,2
Alpha blockers,TERAZOSIN HCL,2243518,TERAZOSIN HCL,TAB,1MG,ALPHA ADRENERGIC BLOCKING AGENTS,0.2
Glaucoma eye drops ,TIMOLOL MALEATE,812277,TIMOLOL MALEATE,OPHTH SOL,0.25%,BETA BLOCKING AGENTS,1
Glaucoma eye drops ,TIMOLOL MALEATE,812285,TIMOLOL MALEATE,OPHTH SOL,0.50%,BETA BLOCKING AGENTS,2
Glaucoma eye drops ,TIMOLOL MALEATE,889431,TIMOLOL MALEATE,OPH SOL,0.50%,BETA BLOCKING AGENTS,2
Glaucoma eye drops ,TIMOLOL MALEATE,896829,TIMOLOL MALEATE,OPH SOL,0.25%,BETA BLOCKING AGENTS,1
Glaucoma eye drops ,TIMOLOL MALEATE,896837,TIMOLOL MALEATE,OPH SOL,0.50%,BETA BLOCKING AGENTS,2
Glaucoma eye drops ,TIMOLOL MALEATE,898082,TIMOLOL MALEATE,OPH SOL,0.25%,BETA BLOCKING AGENTS,1
Glaucoma eye drops ,TIMOLOL MALEATE,898090,TIMOLOL MALEATE,OPHTH SOL,0.50%,BETA BLOCKING AGENTS,2
Glaucoma eye drops ,TIMOLOL MALEATE,2010240,TIMOLOL MALEATE,OPH SOL,0.50%,BETA BLOCKING AGENTS,2
Glaucoma eye drops ,TIMOLOL MALEATE,2010259,TIMOLOL MALEATE,OPHTH LIQ,0.25%,BETA BLOCKING AGENTS,1
Glaucoma eye drops ,TIMOLOL MALEATE,2084317,TIMOLOL MALEATE,OPH SOL,0.25%,BETA BLOCKING AGENTS,1
Glaucoma eye drops ,TIMOLOL MALEATE,2084325,TIMOLOL MALEATE,OPH SOL,0.50%,BETA BLOCKING AGENTS,2
Glaucoma eye drops ,TIMOLOL MALEATE,2094916,TIMOLOL MALEATE,OPH SOL,0.25%,BETA BLOCKING AGENTS,1
Glaucoma eye drops ,TIMOLOL MALEATE,2094924,TIMOLOL MALEATE,OPH SOL,0.50%,BETA BLOCKING AGENTS,2
Glaucoma eye drops ,TIMOLOL MALEATE,2094932,TIMOLOL MALEATE,OPH SOL,0.25%,BETA BLOCKING AGENTS,1
Glaucoma eye drops ,TIMOLOL MALEATE,2094940,TIMOLOL MALEATE,OPH SOL,0.50%,ANTIGLAUCOMA AGENTS,2
Glaucoma eye drops ,TIMOLOL MALEATE,2147475,TIMOLOL MALEATE,OPH SOL,0.25%,BETA BLOCKING AGENTS,1
Glaucoma eye drops ,TIMOLOL MALEATE,2147483,TIMOLOL MALEATE,OPH SOL,0.50%,BETA BLOCKING AGENTS,2
Glaucoma eye drops ,TIMOLOL MALEATE,2171889,TIMOLOL MALEATE,OPH SOL,0.50%,BETA BLOCKING AGENTS,2
Glaucoma eye drops ,TIMOLOL MALEATE,2176025,TIMOLOL MALEATE,OPH SOL,0.25%,BETA BLOCKING AGENTS,1
Glaucoma eye drops ,TIMOLOL MALEATE,2176033,TIMOLOL MALEATE,OPH SOL,0.50%,BETA BLOCKING AGENTS,2
Glaucoma eye drops ,TIMOLOL MALEATE,2202492,TIMOLOL MALEATE,OPH SOL,0.25%,BETA BLOCKING AGENTS,1
Glaucoma eye drops ,TIMOLOL MALEATE,2202506,TIMOLOL MALEATE,OPH SOL,0.50%,BETA BLOCKING AGENTS,2
Glaucoma eye drops ,TIMOLOL MALEATE,2230028,TIMOLOL MALEATE,OPH SOL,0.25%,BETA BLOCKING AGENTS,1
Glaucoma eye drops ,TIMOLOL MALEATE,2230029,TIMOLOL MALEATE,OPH SOL,0.50%,BETA BLOCKING AGENTS,2
Glaucoma eye drops ,TIMOLOL MALEATE,2238770,TIMOLOL MALEATE,OPH SOL,0.25%,BETA BLOCKING AGENTS,1
Glaucoma eye drops ,TIMOLOL MALEATE,2238771,TIMOLOL MALEATE,OPH SOL,0.50%,BETA BLOCKING AGENTS,2
Glaucoma eye drops ,TIMOLOL MALEATE,2239300,TIMOLOL MALEATE,OPH SOL,0.25%,BETA BLOCKING AGENTS,1
Glaucoma eye drops ,TIMOLOL MALEATE,2239301,TIMOLOL MALEATE,OPH SOL,0.50%,BETA BLOCKING AGENTS,2
Glaucoma eye drops ,TIMOLOL MALEATE,2240248,TIMOLOL MALEATE,OPH SOL,0.25%,BETA BLOCKING AGENTS,1
Glaucoma eye drops ,TIMOLOL MALEATE,2241731,TIMOLOL MALEATE,OPH SOL,0.25%,BETA BLOCKING AGENTS,1
Glaucoma eye drops ,TIMOLOL MALEATE,2241732,TIMOLOL MALEATE,OPH SOL,0.50%,BETA BLOCKING AGENTS,2
Glaucoma eye drops ,TIMOLOL MALEATE,2315858,TIMOLOL MALEATE,OPH SOL,0.25%,BETA BLOCKING AGENTS,1
Glaucoma eye drops ,TIMOLOL MALEATE,2447800,TIMOLOL MALEATE,SOLUTION,5MG/ML,GLAUCOMA THERAPY,1
Glaucoma eye drops ,TIMOLOL MALEATE,22123002,TIMOLOL MALEATE,NOT AVLE,NOT AVLE,BETA BLOCKING AGENTS,NOT RELEVANT
Glaucoma eye drops ,TIMOLOL MALEATE,22123022,TIMOLOL MALEATE,NOT AVLE,0.25%,BETA BLOCKING AGENTS,1
Glaucoma eye drops ,TIMOLOL MALEATE,22123295,TIMOLOL MALEATE,OPH SOL,NOT AVLE,BETA BLOCKING AGENTS,NOT RELEVANT
Glaucoma eye drops ,TIMOLOL MALEATE,49451207,TIMOLOL MALEATE,OPH SOL,NOT AVLE,BETA BLOCKING AGENTS,NOT RELEVANT
Glaucoma eye drops ,TIMOLOL MALEATE,66123988,TIMOLOL MALEATE,OPH SOL,0.50%,BETA BLOCKING AGENTS,2
Glaucoma eye drops ,TIMOLOL MALEATE,66889423,TIMOLOL MALEATE,OPH SOL,0.25%,BETA BLOCKING AGENTS,1
Glaucoma eye drops ,TIMOLOL MALEATE,66898090,TIMOLOL MALEATE,OPH SOL,0.25%,BETA BLOCKING AGENTS,1
Glaucoma eye drops ,TIMOLOL MALEATE,99100375,TIMOLOL MALEATE,NOT AVLE,NOT AVLE,BETA-BLOCKERS,NOT RELEVANT
Glaucoma eye drops ,TIMOLOL MALEATE,451207,TIMOLOL MALEATE,OPH SOL,0.50%,BETA BLOCKING AGENTS,2
Glaucoma eye drops ,TIMOLOL MALEATE,755826,TIMOLOL MALEATE,OPH SOL,0.25%,BETA BLOCKING AGENTS,1
Glaucoma eye drops ,TIMOLOL MALEATE,755834,TIMOLOL MALEATE,OPH SOL,0.50%,BETA BLOCKING AGENTS,2
Glaucoma eye drops ,TIMOLOL MALEATE,451193,TIMOLOL MALEATE,OPH SOL,0.25%,BETA BLOCKING AGENTS,1
Glaucoma eye drops ,TIMOLOL MALEATE,893781,TIMOLOL MALEATE,OPH SOL,0.50%,BETA BLOCKING AGENTS,2
Glaucoma eye drops ,TIMOLOL MALEATE,893773,TIMOLOL MALEATE,OPH SOL,0.25%,BETA BLOCKING AGENTS,1
Glaucoma eye drops ,TIMOLOL MALEATE,2048515,TIMOLOL MALEATE,OPH SOL,0.50%,BETA BLOCKING AGENTS,2
Glaucoma eye drops ,TIMOLOL MALEATE,2048523,TIMOLOL MALEATE,OPH SOL,0.25%,BETA BLOCKING AGENTS,1
Glaucoma eye drops ,TIMOLOL MALEATE,2123304,TIMOLOL MALEATE,OPH SOL,0.50%,BETA BLOCKING AGENTS,2
Glaucoma eye drops ,TIMOLOL MALEATE,2123290,TIMOLOL MALEATE,OPH SOL,0.25%,BETA BLOCKING AGENTS,1
Glaucoma eye drops ,TIMOLOL MALEATE,2171880,TIMOLOL MALEATE,OPH SOL,0.25%,BETA BLOCKING AGENTS,1
Glaucoma eye drops ,TIMOLOL MALEATE,2171899,TIMOLOL MALEATE,OPH SOL,0.50%,BETA BLOCKING AGENTS,2
Glaucoma eye drops ,TIMOLOL MALEATE,2166720,TIMOLOL MALEATE,OPH SOL,0.50%,BETA BLOCKING AGENTS,2
Glaucoma eye drops ,TIMOLOL MALEATE,2166712,TIMOLOL MALEATE,OPH SOL,0.25%,BETA BLOCKING AGENTS,1
Glaucoma eye drops ,TIMOLOL MALEATE,2083345,TIMOLOL MALEATE,OPH SOL,0.50%,BETA BLOCKING AGENTS,2
Glaucoma eye drops ,TIMOLOL MALEATE,2083353,TIMOLOL MALEATE,OPH SOL,0.25%,BETA BLOCKING AGENTS,1
Glaucoma eye drops ,TIMOLOL MALEATE,2240249,TIMOLOL MALEATE,OPH SOL,0.50%,BETA BLOCKING AGENTS,2
Glaucoma eye drops ,TIMOLOL MALEATE,2242275,TIMOLOL MALEATE,OPH SOL,0.25%,BETA BLOCKING AGENTS,1
Glaucoma eye drops ,TIMOLOL MALEATE,2242276,TIMOLOL MALEATE,OPH SOL,0.50%,BETA BLOCKING AGENTS,2
Glaucoma eye drops ,TIMOLOL MALEATE,2290812,TIMOLOL MALEATE,OPH SOL,0.50%,BETA BLOCKING AGENTS,2
Glaucoma eye drops ,TIMOLOL MALEATE & SODIUM CHLORIDE,22123023,TIMOLOL MALEATE & SODIUM CHLORIDE,IV SOL,.5% & 0.90%,BETA BLOCKING AGENTS,1
Glaucoma eye drops ,TIMOLOL MALEATE & TRAVOPROST,2413817,TIMOLOL MALEATE & TRAVOPROST,OPHTH SOL,0.5%/0.004%,BETA BLOCKING AGENTS,1
Glaucoma eye drops ,TIMOLOL MALEATE & TRAVOPROST,2278251,TIMOLOL MALEATE & TRAVOPROST,OPH SOL,0.004/0.5%,BETA BLOCKING AGENTS,1
Glaucoma eye drops ,TIMOLOL MALEATE & TRAVOPROST,9857333,TIMOLOL MALEATE & TRAVOPROST,OPH SOL,0.004/0.5%,BETA BLOCKING AGENTS,1
Glaucoma eye drops ,TIMOLOL MALEATE & TRAVOPROST,9857512,TIMOLOL MALEATE & TRAVOPROST,OPH SOL,0.004/0.5%,BETA BLOCKING AGENTS,1
Glaucoma eye drops ,TIMOLOL MALEATE & TRAVOPROST,9857513,TIMOLOL MALEATE & TRAVOPROST,OPH SOL,0.004/0.5%,BETA BLOCKING AGENTS,1
ADT,androgen deprivation therapy - LHRH agonists,642932,LEUPROLIDE ACETATE,INJ-SC SOL,5MG/ML,LUTEINIZING HORMONE-RELEASING HORMONE (LHRH) ANALOG,0.22
ADT,androgen deprivation therapy - LHRH agonists,680028,BUSERELIN ACETATE,INJ-SC SOL,1MG/ML,LUTEINIZING HORMONE-RELEASING HORMONE (LHRH) ANALOG,NOT RELEVANT
ADT,androgen deprivation therapy - LHRH agonists,898686,LEUPROLIDE ACETATE,INJ-SC SOL,5MG/ML,LUTEINIZING HORMONE-RELEASING HORMONE (LHRH) ANALOG,0.22
ADT,androgen deprivation therapy - LHRH agonists,983020,LEUPROLIDE ACETATE,INJ-SC SOL,5MG/ML,LUTEINIZING HORMONE-RELEASING HORMONE (LHRH) ANALOG,0.22
ADT,androgen deprivation therapy - LHRH agonists,999520,LEUPROLIDE ACETATE,INJ-SC SOL,5MG/ML,LUTEINIZING HORMONE-RELEASING HORMONE (LHRH) ANALOG,0.22
ADT,androgen deprivation therapy - LHRH agonists,999532,BUSERELIN ACETATE,NAS SOL,1MG/ML,LUTEINIZING HORMONE-RELEASING HORMONE (LHRH) ANALOG,NOT RELEVANT
ADT,androgen deprivation therapy - LHRH agonists,999814,LEUPROLIDE ACETATE,INJ-SC SOL,5MG/ML,LUTEINIZING HORMONE-RELEASING HORMONE (LHRH) ANALOG,0.22
ADT,androgen deprivation therapy - LHRH agonists,1989669,BUSERELIN ACETATE,NAS SOL,1MG/ML,LUTEINIZING HORMONE-RELEASING HORMONE (LHRH) ANALOG,NOT RELEVANT
ADT,androgen deprivation therapy - LHRH agonists,2148722,LEUPROLIDE ACETATE,INJ-IM PD SUSP SR,11.25MG/ML,LUTEINIZING HORMONE-RELEASING HORMONE (LHRH) ANALOG,0.5
ADT,androgen deprivation therapy - LHRH agonists,2148730,LEUPROLIDE ACETATE,INJ-IM PD SUSP SR,15MG/VIAL,LUTEINIZING HORMONE-RELEASING HORMONE (LHRH) ANALOG,NOT RELEVANT
ADT,androgen deprivation therapy - LHRH agonists,2240264,LEUPROLIDE ACETATE,INJ-SC SOL,5MG/ML,LUTEINIZING HORMONE-RELEASING HORMONE (LHRH) ANALOG,0.22
